type,fraction,run,accuracy,thinking_length,non_thinking_length,problem_id
keywords,0.3,3,0.0,10,1714,1987-14
keywords,0.3,3,0.0,7623,0,1987-15
keywords,0.3,3,100.0,3053,1268,1988-2
keywords,0.3,3,100.0,1045,0,1988-3
keywords,0.3,3,100.0,42,1250,1988-5
keywords,0.3,3,100.0,10,2136,1988-7
keywords,0.3,3,0.0,11827,0,1988-8
keywords,0.3,3,100.0,97,2804,1988-9
keywords,0.3,3,100.0,40,1556,1988-10
keywords,0.3,3,100.0,40,2173,1988-13
keywords,0.3,3,100.0,39,1394,1988-14
keywords,0.3,3,0.0,10,1105,1988-15
keywords,0.3,3,100.0,40,702,1989-1
keywords,0.3,3,100.0,83,1107,1989-2
keywords,0.3,3,100.0,11,1593,1989-4
keywords,0.3,3,100.0,3272,1494,1989-5
keywords,0.3,3,100.0,11,1168,1989-7
keywords,0.3,3,100.0,40,1243,1989-8
keywords,0.3,3,100.0,11,1209,1989-9
keywords,0.3,3,0.0,40,1458,1989-11
keywords,0.3,3,100.0,40,1197,1989-13
keywords,0.3,3,0.0,10,1458,1990-1
keywords,0.3,3,0.0,1177,1127,1990-2
keywords,0.3,3,0.0,0,0,1990-3
keywords,0.3,3,0.0,10,1395,1990-5
keywords,0.3,3,100.0,11,1178,1990-6
keywords,0.3,3,100.0,11,1799,1990-7
keywords,0.3,3,100.0,11,677,1990-9
keywords,0.3,3,100.0,40,980,1990-10
keywords,0.3,3,0.0,11702,0,1990-11
keywords,0.3,3,100.0,118,1167,1990-13
keywords,0.3,3,0.0,2048,54,1990-14
keywords,0.3,3,100.0,1101,1309,1990-15
keywords,0.3,3,100.0,40,1343,1991-1
keywords,0.3,3,100.0,10,1724,1991-2
keywords,0.3,3,0.0,587,1490,1991-4
keywords,0.3,3,100.0,40,1085,1991-5
keywords,0.3,3,100.0,82,1389,1991-8
keywords,0.3,3,0.0,0,0,1991-9
keywords,0.3,3,0.0,41,1597,1991-10
keywords,0.3,3,0.0,0,0,1991-11
keywords,0.3,3,0.0,0,0,1991-12
keywords,0.3,3,100.0,41,1296,1991-13
keywords,0.3,3,100.0,107,2041,1991-14
keywords,0.3,3,100.0,1762,0,1992-1
keywords,0.3,3,100.0,40,983,1992-2
keywords,0.3,3,100.0,11,1293,1992-3
keywords,0.3,3,100.0,3882,1193,1992-4
keywords,0.3,3,0.0,40,1532,1992-5
keywords,0.3,3,100.0,40,1264,1992-6
keywords,0.3,3,100.0,11,51,1992-7
keywords,0.3,3,100.0,40,1357,1992-8
keywords,0.3,3,100.0,40,1407,1992-9
keywords,0.3,3,100.0,11,1920,1992-10
keywords,0.3,3,100.0,41,1339,1992-11
keywords,0.3,3,100.0,41,808,1992-12
keywords,0.3,3,0.0,15623,69,1992-13
keywords,0.3,3,100.0,39,801,1992-14
keywords,0.3,3,100.0,40,1323,1992-15
keywords,0.3,3,0.0,8427,1553,1993-1
keywords,0.3,3,100.0,11,1649,1993-2
keywords,0.3,3,0.0,0,0,1993-4
keywords,0.3,3,0.0,0,0,1993-5
keywords,0.3,3,100.0,1268,0,1993-6
keywords,0.3,3,100.0,38,1673,1993-7
keywords,0.3,3,100.0,73,1351,1993-8
keywords,0.3,3,100.0,40,2243,1993-9
keywords,0.3,3,100.0,12,1485,1993-10
keywords,0.3,3,0.0,585,1864,1993-11
keywords,0.3,3,100.0,14396,285,1993-12
keywords,0.3,3,0.0,4884,0,1993-13
keywords,0.3,3,0.0,11486,0,1993-14
keywords,0.3,3,0.0,10,1907,1993-15
keywords,0.3,3,0.0,40,852,1994-1
keywords,0.3,3,100.0,40,1701,1994-2
keywords,0.3,3,100.0,11,1209,1994-8
keywords,0.3,3,0.0,0,0,1994-9
keywords,0.3,3,100.0,40,1739,1994-10
keywords,0.3,3,0.0,0,0,1994-11
keywords,0.3,3,0.0,40,1847,1994-12
keywords,0.3,3,0.0,2667,81,1994-14
keywords,0.3,3,0.0,0,0,1994-15
keywords,0.3,3,0.0,40,1579,1995-1
keywords,0.3,3,0.0,10,1366,1995-2
keywords,0.3,3,0.0,40,1656,1995-3
keywords,0.3,3,0.0,41,1452,1995-4
keywords,0.3,3,100.0,12,39,1995-5
keywords,0.3,3,100.0,40,1350,1995-6
keywords,0.3,3,100.0,71,1537,1995-8
keywords,0.3,3,100.0,40,1706,1995-9
keywords,0.3,3,0.0,16217,0,1995-10
keywords,0.3,3,0.0,43,1648,1995-11
keywords,0.3,3,0.0,0,0,1995-12
keywords,0.3,3,0.0,0,0,1995-13
keywords,0.3,3,0.0,10,1479,1995-14
keywords,0.3,3,100.0,41,2465,1995-15
keywords,0.3,3,100.0,40,1404,1996-2
keywords,0.3,3,100.0,81,1181,1996-3
keywords,0.3,3,0.0,41,2127,1996-4
keywords,0.3,3,100.0,11,803,1996-5
keywords,0.3,3,0.0,0,0,1996-6
keywords,0.3,3,100.0,10,1048,1996-7
keywords,0.3,3,0.0,0,0,1996-8
keywords,0.3,3,0.0,0,0,1996-9
keywords,0.3,3,0.0,0,0,1996-10
keywords,0.3,3,100.0,40,1908,1996-11
keywords,0.3,3,100.0,11,128,1996-12
keywords,0.3,3,0.0,11,2327,1996-13
keywords,0.3,3,100.0,40,835,1996-14
keywords,0.3,3,0.0,40,1664,1996-15
keywords,0.3,3,100.0,41,1158,1997-1
keywords,0.3,3,100.0,40,1313,1997-2
keywords,0.3,3,100.0,11,76,1997-3
keywords,0.3,3,100.0,10,2138,1997-4
keywords,0.3,3,100.0,6913,1578,1997-5
keywords,0.3,3,0.0,2257,1866,1997-6
keywords,0.3,3,100.0,11,998,1997-7
keywords,0.3,3,100.0,11,42,1997-8
keywords,0.3,3,100.0,11,1181,1997-9
keywords,0.3,3,0.0,97,1473,1997-10
keywords,0.3,3,100.0,40,1159,1997-11
keywords,0.3,3,100.0,14,62,1997-12
keywords,0.3,3,100.0,40,2086,1997-14
keywords,0.3,3,100.0,11,1878,1997-15
keywords,0.3,3,100.0,11,52,1998-1
keywords,0.3,3,100.0,11,1262,1998-2
keywords,0.3,3,100.0,40,2511,1998-3
keywords,0.3,3,100.0,41,1907,1998-4
keywords,0.3,3,100.0,11,1192,1998-5
keywords,0.3,3,100.0,40,1632,1998-6
keywords,0.5,1,100.0,39,1254,1983-1
keywords,0.5,1,100.0,75,1544,1983-2
keywords,0.5,1,100.0,8,72,1983-3
keywords,0.5,1,100.0,11,1075,1983-4
keywords,0.5,1,100.0,89,1401,1983-5
keywords,0.5,1,100.0,2767,1103,1983-6
keywords,0.5,1,100.0,11,1056,1983-7
keywords,0.5,1,100.0,2716,2704,1983-8
keywords,0.5,1,100.0,11,826,1983-9
keywords,0.5,1,100.0,10,983,1983-10
keywords,0.5,1,100.0,10,1683,1983-11
keywords,0.5,1,100.0,79,1683,1983-12
keywords,0.5,1,100.0,10,672,1983-13
keywords,0.5,1,100.0,13748,58,1983-14
keywords,0.5,1,0.0,4920,0,1983-15
keywords,0.5,1,100.0,11,1706,1984-1
keywords,0.5,1,100.0,10,828,1984-2
keywords,0.5,1,100.0,10,1624,1984-3
keywords,0.5,1,100.0,10275,1365,1984-4
keywords,0.5,1,100.0,11,1394,1984-5
keywords,0.5,1,0.0,903,56,1984-6
keywords,0.5,1,100.0,10,660,1984-7
keywords,0.5,1,0.0,22252,0,1984-8
keywords,0.5,1,100.0,10,919,1984-9
keywords,0.5,1,0.0,14111,0,1984-10
keywords,0.5,1,100.0,11,1376,1984-11
keywords,0.5,1,0.0,11,1254,1984-12
keywords,0.5,1,100.0,39,1435,1984-13
keywords,0.5,1,100.0,7893,1171,1984-14
keywords,0.5,1,100.0,10,1821,1985-1
keywords,0.5,1,100.0,11,64,1985-2
keywords,0.5,1,100.0,40,978,1985-3
keywords,0.5,1,100.0,20,1341,1985-4
keywords,0.5,1,100.0,11,1536,1985-5
keywords,0.5,1,0.0,7295,0,1985-6
keywords,0.5,1,100.0,11,1091,1985-7
keywords,0.5,1,0.0,40,1795,1985-8
keywords,0.5,1,100.0,39,1972,1985-9
keywords,0.5,1,0.0,11,1666,1985-10
keywords,0.5,1,100.0,72,1752,1985-11
keywords,0.5,1,100.0,40,1191,1985-12
keywords,0.5,1,100.0,75,1509,1985-13
keywords,0.5,1,100.0,11,63,1985-14
keywords,0.5,1,0.0,10,908,1985-15
keywords,0.5,1,100.0,805,0,1986-1
keywords,0.5,1,100.0,40,1566,1986-2
keywords,0.5,1,100.0,40,681,1986-3
keywords,0.5,1,0.0,0,0,1986-5
keywords,0.5,1,100.0,87,1298,1986-6
keywords,0.5,1,100.0,40,919,1986-7
keywords,0.5,1,100.0,1476,0,1986-8
keywords,0.5,1,0.0,10,1413,1986-9
keywords,0.5,1,100.0,11,41,1986-10
keywords,0.5,1,100.0,1817,1282,1986-11
keywords,0.5,1,0.0,3594,1151,1986-12
keywords,0.5,1,0.0,7826,0,1986-13
keywords,0.5,1,100.0,77,1789,1986-14
keywords,0.5,1,0.0,12250,0,1986-15
keywords,0.5,1,100.0,40,1045,1987-1
keywords,0.5,1,100.0,40,979,1987-2
keywords,0.5,1,100.0,40,958,1987-3
keywords,0.5,1,100.0,42,1665,1987-4
keywords,0.5,1,100.0,11,1106,1987-5
keywords,0.5,1,0.0,3523,1852,1987-6
keywords,0.5,1,100.0,39,1721,1987-7
keywords,0.5,1,0.0,1762,1088,1987-8
keywords,0.5,1,100.0,39,1469,1987-9
keywords,0.5,1,100.0,11,1774,1987-10
keywords,0.5,1,100.0,82,1414,1987-11
keywords,0.5,1,100.0,11,1893,1987-12
keywords,0.5,1,0.0,10,1710,1987-14
keywords,0.5,1,0.0,8042,0,1987-15
keywords,0.5,1,100.0,40,1847,1988-2
keywords,0.5,1,100.0,39,1045,1988-3
keywords,0.5,1,100.0,1166,0,1988-5
keywords,0.5,1,100.0,10,1686,1988-7
keywords,0.5,1,0.0,4763,0,1988-8
keywords,0.5,1,100.0,40,1653,1988-9
keywords,0.5,1,100.0,40,1640,1988-10
keywords,0.5,1,100.0,40,2246,1988-13
keywords,0.5,1,100.0,39,1768,1988-14
keywords,0.5,1,0.0,40,1351,1988-15
keywords,0.5,1,100.0,690,0,1989-1
keywords,0.5,1,100.0,40,1054,1989-2
keywords,0.5,1,100.0,87,1132,1989-4
keywords,0.5,1,100.0,40,1566,1989-5
keywords,0.5,1,100.0,40,1096,1989-7
keywords,0.5,1,100.0,11,855,1989-8
keywords,0.5,1,100.0,11,1362,1989-9
keywords,0.5,1,0.0,40,1565,1989-11
keywords,0.5,1,100.0,10,1328,1989-13
keywords,0.5,1,0.0,10,1463,1990-1
keywords,0.5,1,0.0,27140,0,1990-2
keywords,0.5,1,0.0,0,0,1990-3
keywords,0.5,1,0.0,11,1359,1990-5
keywords,0.5,1,100.0,114,1713,1990-6
keywords,0.5,1,100.0,39,1902,1990-7
keywords,0.5,1,100.0,12,976,1990-9
keywords,0.5,1,100.0,40,1144,1990-10
keywords,0.5,1,0.0,9061,1393,1990-11
keywords,0.5,1,100.0,40,1885,1990-13
keywords,0.5,1,0.0,7124,0,1990-14
keywords,0.5,1,100.0,1078,1126,1990-15
keywords,0.5,1,100.0,40,1051,1991-1
keywords,0.5,1,100.0,10,1570,1991-2
keywords,0.5,1,0.0,558,1198,1991-4
keywords,0.5,1,100.0,11,146,1991-5
keywords,0.5,1,100.0,1394,0,1991-8
keywords,0.5,1,0.0,0,0,1991-9
keywords,0.5,1,0.0,114,1876,1991-10
keywords,0.5,1,0.0,0,0,1991-11
keywords,0.5,1,0.0,0,0,1991-12
keywords,0.5,1,100.0,11,1502,1991-13
keywords,0.5,1,0.0,0,0,1991-14
keywords,0.5,1,100.0,41,1874,1992-1
keywords,0.5,1,100.0,11,885,1992-2
keywords,0.5,1,100.0,10,1226,1992-3
keywords,0.5,1,100.0,11,1466,1992-4
keywords,0.5,1,0.0,11,1538,1992-5
keywords,0.5,1,100.0,40,1145,1992-6
keywords,0.5,1,100.0,40,2011,1992-7
keywords,0.5,1,100.0,1222,0,1992-8
keywords,0.5,1,100.0,40,1315,1992-9
keywords,0.5,1,100.0,10,2033,1992-10
keywords,0.5,1,100.0,40,1526,1992-11
keywords,0.5,1,100.0,10,658,1992-12
keywords,0.5,1,0.0,2248,1448,1992-13
keywords,0.5,1,100.0,39,784,1992-14
keywords,0.5,1,100.0,40,1456,1992-15
keywords,0.5,1,0.0,17864,0,1993-1
keywords,0.5,1,100.0,10,2437,1993-2
keywords,0.5,1,0.0,10,1151,1993-4
keywords,0.5,1,0.0,10,1386,1993-5
keywords,0.5,1,100.0,10,1040,1993-6
keywords,0.5,1,100.0,38,1413,1993-7
keywords,0.5,1,100.0,40,1375,1993-8
keywords,0.5,1,100.0,101,2196,1993-9
keywords,0.5,1,100.0,8,1914,1993-10
keywords,0.5,1,0.0,1370,485,1993-11
keywords,0.5,1,100.0,8438,1059,1993-12
keywords,0.5,1,0.0,3998,0,1993-13
keywords,0.5,1,0.0,8512,0,1993-14
keywords,0.5,1,0.0,0,0,1993-15
keywords,0.5,1,0.0,11,1034,1994-1
keywords,0.5,1,100.0,10,1985,1994-2
keywords,0.5,1,100.0,11,1621,1994-8
keywords,0.5,1,0.0,0,0,1994-9
keywords,0.5,1,100.0,11,1412,1994-10
keywords,0.5,1,0.0,42,1798,1994-11
keywords,0.5,1,0.0,40,1995,1994-12
keywords,0.5,1,0.0,137,2181,1994-14
keywords,0.5,1,0.0,13,1966,1994-15
keywords,0.5,1,0.0,40,1808,1995-1
keywords,0.5,1,0.0,10,1333,1995-2
keywords,0.5,1,0.0,40,1862,1995-3
keywords,0.5,1,0.0,41,1865,1995-4
keywords,0.5,1,100.0,11,1973,1995-5
keywords,0.5,1,100.0,40,1428,1995-6
keywords,0.5,1,100.0,11,1580,1995-8
keywords,0.5,1,100.0,40,1477,1995-9
keywords,0.5,1,100.0,3163,1591,1995-10
keywords,0.5,1,0.0,0,0,1995-11
keywords,0.5,1,0.0,0,0,1995-12
keywords,0.5,1,100.0,40,1519,1995-13
keywords,0.5,1,0.0,42,1569,1995-14
keywords,0.5,1,100.0,39,2407,1995-15
keywords,0.5,1,100.0,40,1438,1996-2
keywords,0.5,1,100.0,1249,0,1996-3
keywords,0.5,1,0.0,41,2339,1996-4
keywords,0.5,1,100.0,11,1036,1996-5
keywords,0.5,1,100.0,41,1953,1996-6
keywords,0.5,1,100.0,11,1030,1996-7
keywords,0.5,1,100.0,72,1743,1996-8
keywords,0.5,1,0.0,0,0,1996-9
keywords,0.5,1,100.0,40,1655,1996-10
keywords,0.5,1,100.0,40,1780,1996-11
keywords,0.5,1,100.0,10,161,1996-12
keywords,0.5,1,0.0,38,1507,1996-13
keywords,0.5,1,100.0,10,729,1996-14
keywords,0.5,1,0.0,40,1438,1996-15
keywords,0.5,1,100.0,40,1322,1997-1
keywords,0.5,1,100.0,3099,1455,1997-2
keywords,0.5,1,0.0,125,0,1997-3
keywords,0.5,1,100.0,41,1886,1997-4
keywords,0.5,1,100.0,11148,1231,1997-5
keywords,0.5,1,0.0,2487,1770,1997-6
keywords,0.5,1,100.0,40,1784,1997-7
keywords,0.5,1,100.0,11,1264,1997-8
keywords,0.5,1,100.0,11,1566,1997-9
keywords,0.5,1,0.0,2067,618,1997-10
keywords,0.5,1,100.0,12,1171,1997-11
keywords,0.5,1,100.0,10,2904,1997-12
keywords,0.5,1,100.0,40,1993,1997-14
keywords,0.5,1,100.0,40,1798,1997-15
keywords,0.5,1,100.0,10,1391,1998-1
keywords,0.5,1,100.0,73,1518,1998-2
keywords,0.5,1,100.0,11,333,1998-3
keywords,0.5,1,0.0,0,0,1998-4
keywords,0.5,1,100.0,40,1411,1998-5
keywords,0.5,1,100.0,40,1666,1998-6
keywords,0.5,2,100.0,11,1031,1983-1
keywords,0.5,2,100.0,75,1508,1983-2
keywords,0.5,2,0.0,0,0,1983-3
keywords,0.5,2,100.0,39,1343,1983-4
keywords,0.5,2,100.0,38,1705,1983-5
keywords,0.5,2,100.0,11,1116,1983-6
keywords,0.5,2,100.0,10,532,1983-7
keywords,0.5,2,0.0,0,0,1983-8
keywords,0.5,2,100.0,13,1032,1983-9
keywords,0.5,2,100.0,10,1214,1983-10
keywords,0.5,2,100.0,10,185,1983-11
keywords,0.5,2,100.0,39,1631,1983-12
keywords,0.5,2,100.0,40,720,1983-13
keywords,0.5,2,100.0,306,1952,1983-14
keywords,0.5,2,0.0,4332,0,1983-15
keywords,0.5,2,100.0,39,1675,1984-1
keywords,0.5,2,100.0,11,840,1984-2
keywords,0.5,2,100.0,11,1559,1984-3
keywords,0.5,2,100.0,40,1374,1984-4
keywords,0.5,2,100.0,40,1383,1984-5
keywords,0.5,2,0.0,4493,1679,1984-6
keywords,0.5,2,0.0,0,0,1984-7
keywords,0.5,2,0.0,2419,1239,1984-8
keywords,0.5,2,100.0,10,958,1984-9
keywords,0.5,2,0.0,13850,0,1984-10
keywords,0.5,2,100.0,40,1444,1984-11
keywords,0.5,2,0.0,11,2393,1984-12
keywords,0.5,2,100.0,39,1402,1984-13
keywords,0.5,2,100.0,131,1018,1984-14
keywords,0.5,2,100.0,39,1614,1985-1
keywords,0.5,2,100.0,3603,1244,1985-2
keywords,0.5,2,100.0,1175,0,1985-3
keywords,0.5,2,100.0,49,41,1985-4
keywords,0.5,2,100.0,40,1575,1985-5
keywords,0.5,2,0.0,6247,0,1985-6
keywords,0.5,2,100.0,11,1136,1985-7
keywords,0.5,2,0.0,39,1795,1985-8
keywords,0.5,2,100.0,11,224,1985-9
keywords,0.5,2,0.0,40,1793,1985-10
keywords,0.5,2,100.0,11,45,1985-11
keywords,0.5,2,100.0,10,1072,1985-12
keywords,0.5,2,100.0,40,1596,1985-13
keywords,0.5,2,100.0,11,62,1985-14
keywords,0.5,2,0.0,40,891,1985-15
keywords,0.5,2,100.0,11,703,1986-1
keywords,0.5,2,100.0,10,1308,1986-2
keywords,0.5,2,100.0,8,834,1986-3
keywords,0.5,2,100.0,81,982,1986-5
keywords,0.5,2,100.0,87,1367,1986-6
keywords,0.5,2,100.0,4236,954,1986-7
keywords,0.5,2,100.0,10,1776,1986-8
keywords,0.5,2,0.0,6437,1871,1986-9
keywords,0.5,2,100.0,10,1653,1986-10
keywords,0.5,2,100.0,1504,1264,1986-11
keywords,0.5,2,100.0,16058,612,1986-12
keywords,0.5,2,0.0,7320,0,1986-13
keywords,0.5,2,100.0,40,2435,1986-14
keywords,0.5,2,0.0,11537,0,1986-15
keywords,0.5,2,100.0,40,1156,1987-1
keywords,0.5,2,100.0,11,981,1987-2
keywords,0.5,2,100.0,40,1037,1987-3
keywords,0.5,2,100.0,38,1664,1987-4
keywords,0.5,2,100.0,40,1145,1987-5
keywords,0.5,2,0.0,1513,1435,1987-6
keywords,0.5,2,100.0,39,1474,1987-7
keywords,0.5,2,0.0,7020,1578,1987-8
keywords,0.5,2,100.0,39,1328,1987-9
keywords,0.5,2,100.0,12,3276,1987-10
keywords,0.5,2,100.0,11,149,1987-11
keywords,0.5,2,100.0,39,1578,1987-12
keywords,0.5,2,0.0,10,1675,1987-14
keywords,0.5,2,0.0,6973,0,1987-15
keywords,0.5,2,100.0,40,1746,1988-2
keywords,0.5,2,100.0,10,1077,1988-3
keywords,0.5,2,100.0,11,1166,1988-5
keywords,0.5,2,100.0,10,1616,1988-7
keywords,0.5,2,0.0,16136,0,1988-8
keywords,0.5,2,100.0,97,1977,1988-9
keywords,0.5,2,100.0,40,1819,1988-10
keywords,0.5,2,100.0,40,2200,1988-13
keywords,0.5,2,100.0,39,1772,1988-14
keywords,0.5,2,0.0,94,1600,1988-15
keywords,0.5,2,100.0,40,694,1989-1
keywords,0.5,2,100.0,3159,926,1989-2
keywords,0.5,2,100.0,12,1628,1989-4
keywords,0.5,2,100.0,40,1531,1989-5
keywords,0.5,2,100.0,11,1290,1989-7
keywords,0.5,2,100.0,40,1245,1989-8
keywords,0.5,2,100.0,1356,0,1989-9
keywords,0.5,2,0.0,40,1282,1989-11
keywords,0.5,2,100.0,12,554,1989-13
keywords,0.5,2,0.0,11,1329,1990-1
keywords,0.5,2,0.0,14309,371,1990-2
keywords,0.5,2,0.0,40,1495,1990-3
keywords,0.5,2,0.0,5106,1260,1990-5
keywords,0.5,2,100.0,11,91,1990-6
keywords,0.5,2,100.0,39,1694,1990-7
keywords,0.5,2,100.0,40,1416,1990-9
keywords,0.5,2,100.0,40,1139,1990-10
keywords,0.5,2,0.0,11705,0,1990-11
keywords,0.5,2,100.0,40,1270,1990-13
keywords,0.5,2,0.0,8126,0,1990-14
keywords,0.5,2,100.0,861,1487,1990-15
keywords,0.5,2,100.0,11,1187,1991-1
keywords,0.5,2,100.0,40,1493,1991-2
keywords,0.5,2,0.0,772,1715,1991-4
keywords,0.5,2,100.0,40,1100,1991-5
keywords,0.5,2,100.0,11,1575,1991-8
keywords,0.5,2,100.0,39,1583,1991-9
keywords,0.5,2,0.0,40,1721,1991-10
keywords,0.5,2,0.0,0,0,1991-11
keywords,0.5,2,100.0,8,2265,1991-12
keywords,0.5,2,100.0,40,1407,1991-13
keywords,0.5,2,100.0,13,3335,1991-14
keywords,0.5,2,100.0,40,1734,1992-1
keywords,0.5,2,100.0,86,868,1992-2
keywords,0.5,2,100.0,10,99,1992-3
keywords,0.5,2,100.0,13,1237,1992-4
keywords,0.5,2,0.0,10,1499,1992-5
keywords,0.5,2,100.0,40,1170,1992-6
keywords,0.5,2,100.0,40,1938,1992-7
keywords,0.5,2,100.0,40,1382,1992-8
keywords,0.5,2,100.0,40,1366,1992-9
keywords,0.5,2,100.0,12,654,1992-10
keywords,0.5,2,100.0,40,1583,1992-11
keywords,0.5,2,100.0,12,632,1992-12
keywords,0.5,2,0.0,9299,1806,1992-13
keywords,0.5,2,100.0,39,784,1992-14
keywords,0.5,2,100.0,40,1576,1992-15
keywords,0.5,2,0.0,374,1367,1993-1
keywords,0.5,2,100.0,40,2048,1993-2
keywords,0.5,2,100.0,9,1318,1993-4
keywords,0.5,2,0.0,12,63,1993-5
keywords,0.5,2,100.0,11,1054,1993-6
keywords,0.5,2,100.0,10,1801,1993-7
keywords,0.5,2,100.0,10,1161,1993-8
keywords,0.5,2,100.0,10,1001,1993-9
keywords,0.5,2,0.0,0,0,1993-10
keywords,0.5,2,0.0,732,2168,1993-11
keywords,0.5,2,0.0,19622,0,1993-12
keywords,0.5,2,0.0,4643,0,1993-13
keywords,0.5,2,0.0,3620,2271,1993-14
keywords,0.5,2,0.0,14954,1775,1993-15
keywords,0.5,2,0.0,11,1007,1994-1
keywords,0.5,2,100.0,40,1676,1994-2
keywords,0.5,2,100.0,40,1203,1994-8
keywords,0.5,2,100.0,13,1779,1994-9
keywords,0.5,2,100.0,41,1692,1994-10
keywords,0.5,2,0.0,0,0,1994-11
keywords,0.5,2,0.0,84,1930,1994-12
keywords,0.5,2,0.0,2825,0,1994-14
keywords,0.5,2,0.0,11,1808,1994-15
keywords,0.5,2,0.0,11,1603,1995-1
keywords,0.5,2,0.0,39,1299,1995-2
keywords,0.5,2,0.0,40,1731,1995-3
keywords,0.5,2,0.0,10,1628,1995-4
keywords,0.5,2,100.0,11,2298,1995-5
keywords,0.5,2,100.0,10,1419,1995-6
keywords,0.5,2,100.0,6263,1943,1995-8
keywords,0.5,2,0.0,0,0,1995-9
keywords,0.5,2,100.0,3415,1400,1995-10
keywords,0.5,2,0.0,0,0,1995-11
keywords,0.5,2,0.0,0,0,1995-12
keywords,0.5,2,100.0,40,1518,1995-13
keywords,0.5,2,0.0,11,1211,1995-14
keywords,0.5,2,100.0,39,2369,1995-15
keywords,0.5,2,100.0,40,1407,1996-2
keywords,0.5,2,100.0,39,1027,1996-3
keywords,0.5,2,0.0,10,1088,1996-4
keywords,0.5,2,100.0,39,771,1996-5
keywords,0.5,2,100.0,41,1668,1996-6
keywords,0.5,2,100.0,40,1120,1996-7
keywords,0.5,2,100.0,40,1540,1996-8
keywords,0.5,2,0.0,0,0,1996-9
keywords,0.5,2,100.0,11,1471,1996-10
keywords,0.5,2,100.0,40,1794,1996-11
keywords,0.5,2,0.0,0,0,1996-12
keywords,0.5,2,0.0,5260,1770,1996-13
keywords,0.5,2,100.0,40,781,1996-14
keywords,0.5,2,0.0,40,1399,1996-15
keywords,0.5,2,100.0,39,1319,1997-1
keywords,0.5,2,100.0,40,1327,1997-2
keywords,0.5,2,100.0,40,1310,1997-3
keywords,0.5,2,100.0,2018,1699,1997-4
keywords,0.5,2,100.0,3223,1252,1997-5
keywords,0.5,2,0.0,4730,139,1997-6
keywords,0.5,2,100.0,40,1787,1997-7
keywords,0.5,2,100.0,11,1196,1997-8
keywords,0.5,2,100.0,40,1507,1997-9
keywords,0.5,2,0.0,2089,0,1997-10
keywords,0.5,2,100.0,12,1195,1997-11
keywords,0.5,2,0.0,0,0,1997-12
keywords,0.5,2,100.0,40,2456,1997-14
keywords,0.5,2,100.0,1138,1101,1997-15
keywords,0.5,2,100.0,39,1087,1998-1
keywords,0.5,2,100.0,40,1262,1998-2
keywords,0.5,2,100.0,11,1729,1998-3
keywords,0.5,2,0.0,0,0,1998-4
keywords,0.5,2,100.0,40,910,1998-5
keywords,0.5,2,100.0,40,1487,1998-6
keywords,0.5,3,100.0,39,1420,1983-1
keywords,0.5,3,100.0,75,1400,1983-2
keywords,0.5,3,100.0,10,1343,1983-3
keywords,0.5,3,100.0,39,1537,1983-4
keywords,0.5,3,100.0,38,1496,1983-5
keywords,0.5,3,100.0,11,1303,1983-6
keywords,0.5,3,100.0,39,1212,1983-7
keywords,0.5,3,100.0,11,1797,1983-8
keywords,0.5,3,100.0,8,930,1983-9
keywords,0.5,3,100.0,2893,1059,1983-10
keywords,0.5,3,100.0,11,45,1983-11
keywords,0.5,3,100.0,79,1651,1983-12
keywords,0.5,3,100.0,40,956,1983-13
keywords,0.5,3,100.0,6947,1963,1983-14
keywords,0.5,3,0.0,5449,0,1983-15
keywords,0.5,3,100.0,11,71,1984-1
keywords,0.5,3,100.0,40,1038,1984-2
keywords,0.5,3,100.0,79,1605,1984-3
keywords,0.5,3,100.0,10,1583,1984-4
keywords,0.5,3,100.0,40,1450,1984-5
keywords,0.5,3,100.0,1763,1192,1984-6
keywords,0.5,3,0.0,0,0,1984-7
keywords,0.5,3,0.0,7425,605,1984-8
keywords,0.5,3,100.0,2777,965,1984-9
keywords,0.5,3,0.0,7628,1582,1984-10
keywords,0.5,3,100.0,11,1282,1984-11
keywords,0.5,3,0.0,7100,986,1984-12
keywords,0.5,3,100.0,12,1304,1984-13
keywords,0.5,3,100.0,39,1293,1984-14
keywords,0.5,3,100.0,41,1341,1985-1
keywords,0.5,3,100.0,91,1278,1985-2
keywords,0.5,3,100.0,40,1352,1985-3
keywords,0.5,3,100.0,20,1386,1985-4
keywords,0.5,3,0.0,0,0,1985-5
keywords,0.5,3,0.0,4224,0,1985-6
keywords,0.5,3,100.0,40,988,1985-7
keywords,0.5,3,0.0,10,89,1985-8
keywords,0.5,3,100.0,39,1882,1985-9
keywords,0.5,3,0.0,10,1975,1985-10
keywords,0.5,3,100.0,39,1624,1985-11
keywords,0.5,3,100.0,40,1173,1985-12
keywords,0.5,3,100.0,5140,1350,1985-13
keywords,0.5,3,100.0,39,2252,1985-14
keywords,0.5,3,0.0,39,851,1985-15
keywords,0.5,3,100.0,40,795,1986-1
keywords,0.5,3,100.0,7463,1364,1986-2
keywords,0.5,3,100.0,11,891,1986-3
keywords,0.5,3,100.0,1608,0,1986-5
keywords,0.5,3,100.0,80,1384,1986-6
keywords,0.5,3,100.0,6629,1041,1986-7
keywords,0.5,3,100.0,10,1548,1986-8
keywords,0.5,3,0.0,40,1378,1986-9
keywords,0.5,3,100.0,10,2344,1986-10
keywords,0.5,3,100.0,3816,800,1986-11
keywords,0.5,3,0.0,14068,889,1986-12
