type,fraction,run,accuracy,thinking_length,non_thinking_length,problem_id
injection,0.1,1,100.0,5427,1918,1988-13
injection,0.1,1,0.0,3621,1419,1988-14
injection,0.1,1,0.0,39496,2106,1988-15
injection,0.1,1,100.0,2418,855,1989-1
injection,0.1,1,100.0,8378,1015,1989-2
injection,0.1,1,100.0,7733,1374,1989-4
injection,0.1,1,100.0,5228,1353,1989-5
injection,0.1,1,100.0,5748,1761,1989-7
injection,0.1,1,100.0,8114,1465,1989-8
injection,0.1,1,100.0,17941,785,1989-9
injection,0.1,1,0.0,51439,0,1989-11
injection,0.1,1,0.0,35442,69,1989-13
injection,0.1,1,100.0,5078,1444,1990-1
injection,0.1,1,100.0,14952,1195,1990-2
injection,0.1,1,0.0,31870,1465,1990-3
injection,0.1,1,100.0,13401,1327,1990-5
injection,0.1,1,100.0,4088,1340,1990-6
injection,0.1,1,100.0,2557,0,1990-7
injection,0.1,1,100.0,5443,1146,1990-9
injection,0.1,1,100.0,27208,70,1990-10
injection,0.1,1,0.0,35099,0,1990-11
injection,0.1,1,100.0,15433,93,1990-13
injection,0.1,1,0.0,37291,56,1990-14
injection,0.1,1,100.0,5114,1115,1990-15
injection,0.1,1,100.0,5693,1303,1991-1
injection,0.1,1,100.0,18053,1202,1991-2
injection,0.1,1,0.0,18128,1146,1991-4
injection,0.1,1,100.0,4644,1159,1991-5
injection,0.1,1,100.0,4784,1457,1991-8
injection,0.1,1,100.0,5680,1498,1991-9
injection,0.1,1,0.0,27046,371,1991-10
injection,0.1,1,0.0,29671,353,1991-11
injection,0.1,1,100.0,4821,1601,1991-12
injection,0.1,1,100.0,1631,0,1991-13
injection,0.1,1,0.0,32350,2324,1991-14
injection,0.1,1,0.0,9349,496,1992-1
injection,0.1,1,100.0,791,0,1992-2
injection,0.1,1,100.0,23818,1204,1992-3
injection,0.1,1,100.0,4481,1509,1992-4
injection,0.1,1,0.0,17370,1039,1992-5
injection,0.1,1,0.0,17935,1449,1992-6
injection,0.1,1,100.0,9857,1075,1992-7
injection,0.1,1,100.0,498,0,1992-8
injection,0.1,1,100.0,83,0,1992-9
injection,0.1,1,100.0,22368,1873,1992-10
injection,0.1,1,100.0,2956,0,1992-11
injection,0.1,1,100.0,2919,812,1992-12
injection,0.1,1,100.0,35166,0,1992-13
injection,0.1,1,100.0,7899,1026,1992-14
injection,0.1,1,0.0,46457,0,1992-15
injection,0.1,1,100.0,3513,1010,1993-1
injection,0.1,1,100.0,12441,1469,1993-2
injection,0.1,1,100.0,16761,1369,1993-4
injection,0.1,1,100.0,19606,1265,1993-5
injection,0.1,1,100.0,14651,1319,1993-6
injection,0.1,1,100.0,19016,124,1993-7
injection,0.1,1,100.0,3722,759,1993-8
injection,0.1,1,0.0,39604,0,1993-9
injection,0.1,1,100.0,13247,2061,1993-10
injection,0.1,1,0.0,24250,1321,1993-11
injection,0.1,1,0.0,37800,2345,1993-12
injection,0.1,1,0.0,46423,0,1993-13
injection,0.1,1,0.0,39929,1043,1993-14
injection,0.1,1,0.0,34469,0,1993-15
injection,0.1,1,0.0,29732,532,1994-1
injection,0.1,1,0.0,48271,0,1994-2
injection,0.1,1,100.0,29071,1553,1994-8
injection,0.1,1,100.0,25836,2069,1994-9
injection,0.1,1,100.0,10269,1458,1994-10
injection,0.1,1,0.0,49057,0,1994-11
injection,0.1,1,0.0,20643,1786,1994-12
injection,0.1,1,0.0,55034,0,1994-14
injection,0.1,1,0.0,55855,411,1994-15
injection,0.1,1,0.0,25310,1927,1995-1
injection,0.1,1,0.0,11440,1255,1995-2
injection,0.1,1,0.0,37810,1527,1995-3
injection,0.1,1,0.0,36000,2051,1995-4
injection,0.1,1,100.0,10406,1579,1995-5
injection,0.1,1,100.0,18219,1326,1995-6
injection,0.1,1,100.0,18578,0,1995-8
injection,0.1,1,0.0,39309,0,1995-9
injection,0.1,1,0.0,44498,0,1995-10
injection,0.1,1,0.0,51476,0,1995-11
injection,0.1,1,100.0,25374,1780,1995-12
injection,0.1,1,100.0,8847,1465,1995-13
injection,0.1,1,0.0,46038,0,1995-14
injection,0.1,1,100.0,16310,1806,1995-15
injection,0.1,1,100.0,39,0,1996-2
injection,0.1,1,100.0,877,0,1996-3
injection,0.1,1,100.0,13460,1177,1996-4
injection,0.1,1,100.0,4398,766,1996-5
injection,0.1,1,100.0,28183,2521,1996-6
injection,0.1,1,100.0,1450,0,1996-7
injection,0.1,1,100.0,13054,1668,1996-8
injection,0.1,1,0.0,56137,0,1996-9
injection,0.1,1,100.0,11163,1456,1996-10
injection,0.1,1,100.0,19951,1092,1996-11
injection,0.1,1,100.0,5370,1677,1996-12
injection,0.1,1,0.0,38286,910,1996-13
injection,0.1,1,100.0,860,857,1996-14
injection,0.1,1,0.0,36851,1624,1996-15
injection,0.1,1,100.0,6509,1073,1997-1
injection,0.1,1,100.0,3191,1529,1997-2
injection,0.1,1,100.0,1242,0,1997-3
injection,0.1,1,100.0,36,1981,1997-4
injection,0.1,1,0.0,34615,0,1997-5
injection,0.1,1,0.0,38326,0,1997-6
injection,0.1,1,100.0,6869,1707,1997-7
injection,0.1,1,100.0,32444,48,1997-8
injection,0.1,1,100.0,7773,1474,1997-9
injection,0.1,1,100.0,7963,1926,1997-10
injection,0.1,1,100.0,2859,1153,1997-11
injection,0.1,1,100.0,18142,1641,1997-12
injection,0.1,1,100.0,10801,1503,1997-14
injection,0.1,1,0.0,33476,186,1997-15
injection,0.1,1,100.0,2786,877,1998-1
injection,0.1,1,100.0,9134,3621,1998-2
injection,0.1,1,100.0,14635,1850,1998-3
injection,0.1,1,100.0,8591,1862,1998-4
injection,0.1,1,100.0,14421,244,1998-5
injection,0.1,1,100.0,9999,1497,1998-6
injection,0.1,2,100.0,6691,1146,1983-1
injection,0.1,2,100.0,5411,1181,1983-2
injection,0.1,2,100.0,8622,1411,1983-3
injection,0.1,2,100.0,16562,2022,1983-4
injection,0.1,2,100.0,4717,1312,1983-5
injection,0.1,2,100.0,5736,1324,1983-6
injection,0.1,2,100.0,30860,1919,1983-7
injection,0.1,2,100.0,8523,1920,1983-8
injection,0.1,2,100.0,12383,1349,1983-9
injection,0.1,2,0.0,39669,821,1983-10
injection,0.1,2,0.0,20933,2041,1983-11
injection,0.1,2,100.0,6522,1435,1983-12
injection,0.1,2,100.0,17247,1403,1983-13
injection,0.1,2,100.0,21464,2351,1983-14
injection,0.1,2,0.0,42636,0,1983-15
injection,0.1,2,100.0,8497,1578,1984-1
injection,0.1,2,100.0,3482,861,1984-2
injection,0.1,2,100.0,7396,64,1984-3
injection,0.1,2,100.0,4666,1064,1984-4
injection,0.1,2,100.0,4528,1388,1984-5
injection,0.1,2,100.0,1180,1341,1984-6
injection,0.1,2,100.0,33059,1120,1984-7
injection,0.1,2,100.0,4314,425,1984-8
injection,0.1,2,100.0,34687,1144,1984-9
injection,0.1,2,0.0,38073,0,1984-10
injection,0.1,2,100.0,4108,152,1984-11
injection,0.1,2,0.0,14169,1178,1984-12
injection,0.1,2,100.0,3625,1184,1984-13
injection,0.1,2,100.0,18010,1330,1984-14
injection,0.1,2,100.0,5196,84,1985-1
injection,0.1,2,100.0,4490,1397,1985-2
injection,0.1,2,100.0,5123,1255,1985-3
injection,0.1,2,0.0,38291,0,1985-4
injection,0.1,2,100.0,6169,1335,1985-5
injection,0.1,2,0.0,54227,0,1985-6
injection,0.1,2,100.0,4372,816,1985-7
injection,0.1,2,100.0,15052,1064,1985-8
injection,0.1,2,100.0,9816,1999,1985-9
injection,0.1,2,0.0,17602,68,1985-10
injection,0.1,2,100.0,23006,1481,1985-11
injection,0.1,2,100.0,1739,2228,1985-12
injection,0.1,2,100.0,10013,1604,1985-13
injection,0.1,2,0.0,22464,54,1985-14
injection,0.1,2,0.0,35164,74,1985-15
injection,0.1,2,100.0,2344,0,1986-1
injection,0.1,2,100.0,5413,1623,1986-2
injection,0.1,2,100.0,2371,916,1986-3
injection,0.1,2,100.0,6793,913,1986-5
injection,0.1,2,100.0,1305,1345,1986-6
injection,0.1,2,100.0,3668,840,1986-7
injection,0.1,2,100.0,861,0,1986-8
injection,0.1,2,0.0,16473,1891,1986-9
injection,0.1,2,100.0,5641,1585,1986-10
injection,0.1,2,0.0,38446,0,1986-11
injection,0.1,2,100.0,38191,1250,1986-12
injection,0.1,2,0.0,41084,1826,1986-13
injection,0.1,2,100.0,25179,1860,1986-14
injection,0.1,2,0.0,34735,0,1986-15
injection,0.1,2,100.0,5181,1085,1987-1
injection,0.1,2,0.0,1127,985,1987-2
injection,0.1,2,100.0,16153,107,1987-3
injection,0.1,2,100.0,4188,0,1987-4
injection,0.1,2,100.0,5020,1145,1987-5
injection,0.1,2,0.0,40780,1232,1987-6
injection,0.1,2,100.0,7382,1329,1987-7
injection,0.1,2,100.0,37169,1251,1987-8
injection,0.1,2,100.0,6048,239,1987-9
injection,0.1,2,100.0,3655,1267,1987-10
injection,0.1,2,100.0,15650,1266,1987-11
injection,0.1,2,100.0,5253,1218,1987-12
injection,0.1,2,0.0,37220,0,1987-14
injection,0.1,2,100.0,14596,47,1987-15
injection,0.1,2,100.0,1234,0,1988-2
injection,0.1,2,100.0,4029,1111,1988-3
injection,0.1,2,100.0,4490,1147,1988-5
injection,0.1,2,100.0,29130,50,1988-7
injection,0.1,2,0.0,37278,0,1988-8
injection,0.1,2,100.0,6913,1700,1988-9
injection,0.1,2,100.0,6192,1494,1988-10
injection,0.1,2,100.0,1820,0,1988-13
injection,0.1,2,100.0,9430,1704,1988-14
injection,0.1,2,0.0,51408,3315,1988-15
injection,0.1,2,100.0,3898,729,1989-1
injection,0.1,2,100.0,5709,991,1989-2
injection,0.1,2,100.0,6405,1234,1989-4
injection,0.1,2,100.0,4482,1324,1989-5
injection,0.1,2,100.0,17048,1451,1989-7
injection,0.1,2,100.0,3061,995,1989-8
injection,0.1,2,100.0,5296,1036,1989-9
injection,0.1,2,0.0,34800,0,1989-11
injection,0.1,2,0.0,18977,57,1989-13
injection,0.1,2,100.0,13707,1471,1990-1
injection,0.1,2,0.0,7568,1209,1990-2
injection,0.1,2,100.0,12139,55,1990-3
injection,0.1,2,100.0,15539,1560,1990-5
injection,0.1,2,100.0,3623,968,1990-6
injection,0.1,2,100.0,2517,0,1990-7
injection,0.1,2,100.0,5165,1467,1990-9
injection,0.1,2,0.0,4770,1325,1990-10
injection,0.1,2,0.0,31285,2034,1990-11
injection,0.1,2,0.0,48543,0,1990-13
injection,0.1,2,0.0,36365,44,1990-14
injection,0.1,2,100.0,3265,1077,1990-15
injection,0.1,2,100.0,6547,1268,1991-1
injection,0.1,2,100.0,13811,1821,1991-2
injection,0.1,2,0.0,24384,169,1991-4
injection,0.1,2,100.0,10310,1319,1991-5
injection,0.1,2,100.0,11363,1864,1991-8
injection,0.1,2,100.0,42606,0,1991-9
injection,0.1,2,0.0,38762,0,1991-10
injection,0.1,2,100.0,11917,2352,1991-11
injection,0.1,2,100.0,10020,1578,1991-12
injection,0.1,2,100.0,8320,1530,1991-13
injection,0.1,2,0.0,39499,0,1991-14
injection,0.1,2,100.0,3227,0,1992-1
injection,0.1,2,100.0,5707,911,1992-2
injection,0.1,2,100.0,14601,85,1992-3
injection,0.1,2,100.0,6570,1483,1992-4
injection,0.1,2,0.0,5290,1691,1992-5
injection,0.1,2,0.0,38429,0,1992-6
injection,0.1,2,100.0,17357,1034,1992-7
injection,0.1,2,100.0,608,0,1992-8
injection,0.1,2,0.0,35950,0,1992-9
injection,0.1,2,0.0,14785,1465,1992-10
injection,0.1,2,100.0,7717,1559,1992-11
injection,0.1,2,100.0,12500,346,1992-12
injection,0.1,2,0.0,31739,69,1992-13
injection,0.1,2,100.0,1858,0,1992-14
injection,0.1,2,100.0,17835,1899,1992-15
injection,0.1,2,100.0,12101,1802,1993-1
injection,0.1,2,0.0,2550,0,1993-2
injection,0.1,2,100.0,18984,1409,1993-4
injection,0.1,2,0.0,38407,0,1993-5
injection,0.1,2,100.0,7750,1386,1993-6
injection,0.1,2,100.0,17380,1656,1993-7
injection,0.1,2,100.0,35320,1539,1993-8
injection,0.1,2,100.0,11954,1904,1993-9
injection,0.1,2,100.0,16900,1831,1993-10
injection,0.1,2,0.0,37165,185,1993-11
injection,0.1,2,100.0,5944,111,1993-12
injection,0.1,2,100.0,34086,1755,1993-13
injection,0.1,2,0.0,22380,156,1993-14
injection,0.1,2,0.0,26551,112,1993-15
injection,0.1,2,100.0,19041,72,1994-1
injection,0.1,2,100.0,16266,145,1994-2
injection,0.1,2,100.0,7364,1781,1994-8
injection,0.1,2,0.0,27799,1535,1994-9
injection,0.1,2,0.0,37064,0,1994-10
injection,0.1,2,0.0,36206,0,1994-11
injection,0.1,2,0.0,10475,856,1994-12
injection,0.1,2,0.0,58211,0,1994-14
injection,0.1,2,0.0,49122,594,1994-15
injection,0.1,2,0.0,870,0,1995-1
injection,0.1,2,0.0,5134,1517,1995-2
injection,0.1,2,0.0,34516,0,1995-3
injection,0.1,2,100.0,12381,1551,1995-4
injection,0.1,2,100.0,10609,1586,1995-5
injection,0.1,2,0.0,44140,0,1995-6
injection,0.1,2,100.0,26571,1192,1995-8
injection,0.1,2,100.0,14179,1556,1995-9
injection,0.1,2,0.0,41849,0,1995-10
injection,0.1,2,0.0,23650,1561,1995-11
injection,0.1,2,100.0,9901,1584,1995-12
injection,0.1,2,100.0,6196,1717,1995-13
injection,0.1,2,0.0,51104,0,1995-14
injection,0.1,2,100.0,14374,1649,1995-15
injection,0.1,2,100.0,8557,1243,1996-2
injection,0.1,2,100.0,8979,1173,1996-3
injection,0.1,2,100.0,881,0,1996-4
injection,0.1,2,100.0,5513,1206,1996-5
injection,0.1,2,100.0,20641,1615,1996-6
injection,0.1,2,100.0,6269,1092,1996-7
injection,0.1,2,0.0,37744,0,1996-8
injection,0.1,2,0.0,5758,762,1996-9
injection,0.1,2,100.0,5965,1515,1996-10
injection,0.1,2,100.0,26577,2146,1996-11
injection,0.1,2,100.0,5754,1499,1996-12
injection,0.1,2,100.0,11870,1594,1996-13
injection,0.1,2,100.0,1841,1232,1996-14
injection,0.1,2,0.0,38952,0,1996-15
injection,0.1,2,100.0,3890,1120,1997-1
injection,0.1,2,100.0,3148,1311,1997-2
injection,0.1,2,100.0,6191,1051,1997-3
injection,0.1,2,100.0,3861,1645,1997-4
injection,0.1,2,100.0,27313,1349,1997-5
injection,0.1,2,0.0,41525,1301,1997-6
injection,0.1,2,100.0,8984,1240,1997-7
injection,0.1,2,100.0,20697,1512,1997-8
injection,0.1,2,100.0,9376,1570,1997-9
injection,0.1,2,0.0,38825,72,1997-10
injection,0.1,2,100.0,4803,1857,1997-11
injection,0.1,2,100.0,5841,1715,1997-12
injection,0.1,2,100.0,16221,1427,1997-14
injection,0.1,2,0.0,40607,0,1997-15
injection,0.1,2,0.0,4047,1177,1998-1
injection,0.1,2,100.0,17500,1364,1998-2
injection,0.1,2,100.0,8919,1580,1998-3
